"Animal_ID","Age_Months","Sex","Line","Birth_Date","Pen","GripStrength_Test_Date","GripStrength_Trial1","GripStrength_Trial2","GripStrength_Trial3","GripStrength_TrialAverage","GripStrength_Comments","InclinedScreen_Test_Date","InclinedScreen_Trial1","InclinedScreen_Trial2","InclinedScreen_Trial3","InclinedScreen_TrialAverage","InclinedScreen_Comments","NarrowBeam_Test_Date","NarrowBeam_Trial1","NarrowBeam_Trial2","NarrowBeam_Trial3","NarrowBeam_TrialAverage","NarrowBeam_Comments","Sensorimotor_composite"
53115,18,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",15371,"2024-06-27",-1.88,-1.83,-2.41,-2.04,NA,"2024-06-27",13.84,18.53,17.4,16.59,NA,"2024-06-27",31.85,38.91,18.5,29.75333333,"1_Ledge 2_Ledge 3_",-0.0504103086753719
53116,18,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",15371,"2024-06-27",-2.15,-2.61,-1.96,-2.24,NA,"2024-06-27",10.12,4.28,10.31,8.236666667,NA,"2024-06-27",45.62,59.18,50.22,51.67333333,"1_Ledge 2_Ledge 3_Box",-0.16028399216411
53117,18,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",15371,"2024-06-27",-2.11,-2.22,-2.06,-2.13,NA,"2024-06-27",13.43,19.04,14.96,15.81,NA,"2024-06-27",180,34.22,66.5,93.57333333,"1_DNM 2_Ledge 3_Box",0.388364987773703
53118,18,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",15371,"2024-06-27",-1.91,-2.12,-1.98,-2.003333333,NA,"2024-06-27",2.44,16.22,20.84,13.16666667,NA,"2024-06-27",60.84,16.53,20.88,32.75,"1_Box 2_Ledge 3_Ledge",-0.0916748656576699
53119,18,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",15371,"2024-06-27",-2.26,-2.27,-2.16,-2.23,NA,"2024-06-27",6.34,13.28,25.18,14.93333333,NA,"2024-06-27",45.88,60.03,3.9,36.60333333,"1_Box 2_Box 3_Ledge",-0.116408505307836
53120,18,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",15372,"2024-06-27",-2.31,-1.98,-2.38,-2.223333333,NA,"2024-06-27",14.25,16.21,52.59,27.68333333,NA,"2024-06-27",180,180,180,180,"1_DNM 2_DNM 3_DNM",1.29691159265503
53121,18,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",15372,"2024-06-27",-2.1,-1.75,-1.88,-1.91,NA,"2024-06-27",4.1,12.44,16.65,11.06333333,NA,"2024-06-27",4.38,6.15,19.5,10.01,"1_Fell @4.38 2_Fell @6.15 3_Ledge",-0.277757314420098
53122,18,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",15372,"2024-06-27",-1.8,-2.12,-1.92,-1.946666667,NA,"2024-06-27",9.69,11.53,8.43,9.883333333,NA,"2024-06-27",9,66.69,14.03,29.90666667,"1_Fell @9 2_Ledge 3_Ledge",-0.166507547665769
53123,18,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",15372,"2024-06-27",-1.93,-2,-2.16,-2.03,NA,"2024-06-27",22.69,53.66,43.75,40.03333333,NA,"2024-06-27",180,180,93.03,151.01,"1_DNM 2_DNM 3_Box",1.44254945371163
53124,18,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",15372,"2024-06-27",-1.89,-2.56,-1.89,-2.113333333,NA,"2024-06-27",31.53,3.06,17.66,17.41666667,NA,"2024-06-27",23.62,69.97,25.35,39.64666667,"1_Fell @23.62 2_Box 3_Ledge",0.0146297820382474
53125,18,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",15373,"2024-06-27",-1.72,-1.59,-2.12,-1.81,NA,"2024-06-27",6.18,12.44,2.94,7.186666667,NA,"2024-06-27",122.93,35.06,68.53,75.50666667,"1_Box 2_Box 3_Ledge",0.182041938920654
53126,18,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",15373,"2024-06-27",-1.99,-2.23,-2.85,-2.356666667,NA,"2024-06-27",16.41,22.31,30.18,22.96666667,NA,"2024-06-27",42.78,36.78,76.44,52,"1_Fell @42.78 2_Box 3_Box",0.13722893567687
53127,18,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",15373,"2024-06-27",-2.68,-2.32,-2.97,-2.656666667,NA,"2024-06-27",6.18,10.25,22.22,12.88333333,NA,"2024-06-27",70.13,20.56,19.88,36.85666667,"1_Box 2_Ledge 3_Ledge",-0.342936534205726
53128,18,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",15373,"2024-06-27",-2.02,-1.93,-2.12,-2.023333333,NA,"2024-06-27",2.25,18.94,5.47,8.886666667,NA,"2024-06-27",6.59,22.25,43.78,24.20666667,"1_Fell @6.59 2_Fell @22.25 3_Box",-0.266472394204755
53129,18,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",15373,"2024-06-27",-2.24,-1.21,-2.73,-2.06,NA,"2024-06-27",3.94,1.66,12.43,6.01,NA,"2024-06-27",48.43,30.22,30.5,36.38333333,"1_Box 2_Ledge 3_Ledge",-0.254776460376214
53170,25,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15382,"2024-04-30",-2.21,-2.31,-3.02,-2.513333333,NA,"2024-04-30",21.65,17.75,21.84,20.41333333,NA,"2024-04-30",3.79,27.07,25.03,18.63,"1_Fell @3.79 2_Fell @27.07 3_Ledge",-0.247640396667368
53173,25,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15382,"2024-04-30",-2.05,-2.26,-1.92,-2.076666667,NA,"2024-04-30",8.41,8.44,16.28,11.04333333,NA,"2024-04-30",21.75,48.44,36.43,35.54,"1_Fell @21.75 2_Ledge 3_Fell @36.43",-0.150704686133768
53174,25,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15382,"2024-04-30",-1.61,-2.72,-1.94,-2.09,NA,"2024-04-30",21.65,23.15,13.34,19.38,NA,"2024-04-30",17.84,45.87,39.69,34.46666667,"1_Fell @17.84 2_Ledge 3_Ledge",0.0302177459265627
53177,25,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15383,"2024-04-30",-3.28,-2.14,-1.96,-2.46,NA,"2024-04-30",14,17.32,24.06,18.46,NA,"2024-04-30",14.03,41.84,36.66,30.84333333,"1_Fell @14.03 2_Fell @41.84 3_Ledge",-0.175985835715436
53178,25,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15383,"2024-04-30",-1.79,-1.89,-1.85,-1.843333333,NA,"2024-04-30",13.4,12.44,25.34,17.06,NA,"2024-04-30",5.68,43.44,1.94,17.02,"1_Fell @5.68 2_Box 3_Ledge",-0.0549735662704974
53179,25,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15383,"2024-04-30",-1.89,-1.7,-2.08,-1.89,NA,"2024-04-30",9.16,13.44,15.53,12.71,NA,"2024-04-30",19.47,43.19,10.18,24.28,"1_Ledge 2_Box 3_Ledge",-0.120095021851424
53180,25,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15384,"2024-04-30",-1.75,-2.16,-2.08,-1.996666667,NA,"2024-04-30",5.78,9.28,4.41,6.49,NA,"2024-04-30",26.5,15.22,7.62,16.44666667,"1_Box 2_Ledge 3_Ledge",-0.371415338015355
53181,25,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15384,"2024-04-30",-2.1,-2.74,-1.4,-2.08,NA,"2024-04-30",12.19,11.03,12.59,11.93666667,NA,"2024-04-30",83.97,68.38,57.34,69.89666667,"1_Box 2_Ledge 3_Box",0.135298600488459
53183,25,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15384,"2024-04-30",-2.07,-2.04,-2,-2.036666667,NA,"2024-04-30",18.16,18.22,3.87,13.41666667,NA,"2024-04-30",33.34,41.71,33.41,36.15333333,"1_Ledge 2_Box 3_Box",-0.0735352492857186
53184,25,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15384,"2024-04-30",-1.54,-1.92,-2.47,-1.976666667,NA,"2024-04-30",4.88,6.44,3.56,4.96,NA,"2024-04-30",16,69.84,180,88.61333333,"1_Fell @16.00 2_Fell @69.84 3_DNM",0.161130906548399
53185,25,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15385,"2024-04-30",-1.83,-1.64,-2.02,-1.83,NA,"2024-04-30",16.87,27.82,16.69,20.46,NA,"2024-04-30",10.62,21.5,34.97,22.36333333,"1_Fell @10.62 2_Ledge 3_Box",0.0716054660048692
53186,25,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15385,"2024-04-30",-2.02,-1.51,-1.98,-1.836666667,NA,"2024-04-30",14.22,9.53,3.22,8.99,NA,"2024-04-30",15.12,63.41,24.81,34.44666667,"1_Fell @15.12 2_Box 3_Ledge",-0.105618511807061
53195,25,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15387,"2024-04-30",-2.18,-1.98,-2.54,-2.233333333,NA,"2024-04-30",10.09,21.38,34.47,21.98,NA,"2024-04-30",7.43,33.41,38.85,26.56333333,"1_Fell @7.43 2_Ledge 3_Ledge",-0.0309722083863366
53196,25,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15387,"2024-04-30",-2.4,-1.91,-1.99,-2.1,NA,"2024-04-30",35.25,9.19,20.62,21.68666667,NA,"2024-04-30",35.28,24.4,166.4,75.36,"1_Fell @35.28 2_Fell @24.40 3_Ledge",0.397149812527369
53197,25,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15387,"2024-04-30",-2.02,-2.03,-1.65,-1.9,NA,"2024-04-30",13.53,10.65,18.46,14.21333333,NA,"2024-04-30",70.94,42.09,26.34,46.45666667,"1_Ledge 2_Box 3_Box",0.0828580344442917
53198,25,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15387,"2024-04-30",-2.18,-1.87,-2.44,-2.163333333,NA,"2024-04-30",13.47,5.9,25.66,15.01,NA,"2024-04-30",6.07,28.44,31.81,22.10666667,"1_Fell @6.07 2_Fell @28.44 3_Ledge",-0.198863599957764
53199,25,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15387,"2024-04-30",-2.33,-1.87,-2.15,-2.116666667,NA,"2024-04-30",20.13,24.31,25.12,23.18666667,NA,"2024-04-30",2.12,37.59,38.4,26.03666667,"1_Fell @2.12 2_Ledge 3_Ledge",0.04252546951953
53202,25,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15388,"2024-04-30",-1.65,-2.61,-1.69,-1.983333333,NA,"2024-04-30",11.41,22,31.25,21.55333333,NA,"2024-04-30",31.5,53.5,80.56,55.18666667,"1_Fell @31.50 2_Fell @53.50 3_Fell @80.56",0.286907769601873
53203,25,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15388,"2024-04-30",-1.72,-2.21,-2.11,-2.013333333,NA,"2024-04-30",8.37,6.44,10.54,8.45,NA,"2024-04-30",12.82,91.81,24.72,43.11666667,"1_Ledge 2_Box 3_Fell @24.72",-0.125749779244338
53204,25,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15388,"2024-04-30",-2.07,-2.05,-1.8,-1.973333333,NA,"2024-04-30",18.31,38.13,35.06,30.5,NA,"2024-04-30",10.81,180,18.16,69.65666667,"1_Fell @10.81 2_DNM 3_Fell @18.16",0.612546520675637
53205,26,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15389,"2024-06-05",-2.61,-1.89,-1.84,-2.113333333,NA,"2024-06-05",14.44,23.84,14.15,17.47666667,NA,"2024-06-05",51.1,53.72,180,94.94,"1_Ledge 2_Box 3_DNM",0.444983492012811
53206,26,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15389,"2024-06-05",-1.86,-2.11,-1.89,-1.953333333,NA,"2024-06-05",11.19,8.03,20.37,13.19666667,NA,"2024-06-05",86.96,17.28,19.85,41.36333333,"1_Ledge 2_Ledge 3_Ledge",-0.00299313366112042
53206,29,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15389,"2024-08-30",-2.6,-2.78,-2.33,-2.57,NA,"2024-08-30",11.43,11.94,12.1,11.82333333,"","2024-08-30",180,125.28,41.46,115.58,"Trial1_timedout,Trial2_ledge,Trial3_ledge",0.279676022354413
53207,26,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15389,"2024-06-05",-1.67,-1.82,-2.11,-1.866666667,NA,"2024-06-05",41.07,22.19,7.53,23.59666667,NA,"2024-06-05",5.41,42,26.85,24.75333333,"1_Fell @5.41 2_Box 3_Ledge",0.147956758819185
53208,26,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15389,"2024-06-05",-1.98,-1.45,-1.88,-1.77,NA,"2024-06-05",8.22,18.34,9.59,12.05,NA,"2024-06-05",6.43,47.15,13.78,22.45333333,"1_Fell @6.43 2_Ledge 3_Ledge",-0.0989100233201217
53208,29,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15389,"2024-08-30",-2.89,-3.07,-2.66,-2.873333333,NA,"2024-08-30",19.15,3.25,21.03,14.47666667,"","2024-08-30",40.68,56.88,39.19,45.58333333,"Trial1_ledge,Trial2_box,Trial3_box",-0.329684184087196
53209,26,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15389,"2024-06-05",-1.73,-1.64,-1.57,-1.646666667,NA,"2024-06-05",23.25,12.13,18.53,17.97,NA,"2024-06-05",6.97,18,9.68,11.55,"1_Fell @6.97 2_Box 3_Ledge",0.00709636917155954
53209,29,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15389,"2024-08-30",-3.35,-3.82,-2.95,-3.373333333,NA,"2024-08-30",14.5,24.66,13.96,17.70666667,"","2024-08-30",18.5,43.94,25.75,29.39666667,"Trial1_ledge,Trial2_ledge,Trial3_ledge",-0.591350592447749
53211,26,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15390,"2024-06-05",-2.21,-3.18,-1.83,-2.406666667,NA,"2024-06-05",14.93,14.66,16.31,15.3,NA,"2024-06-05",29.5,19.69,32.22,27.13666667,"1_Ledge 2_Ledge 3_Box",-0.256043478987598
53212,26,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15391,"2024-06-05",-1.89,-1.9,-1.83,-1.873333333,NA,"2024-06-05",5.19,9.12,6.15,6.82,NA,"2024-06-05",80.87,168.04,32.38,93.76333333,"1_Ledge 2_Box 3_Ledge",0.288297290469809
53213,26,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15391,"2024-06-05",-1.81,-2.88,-1.3,-1.996666667,NA,"2024-06-05",17.38,13.1,17.03,15.83666667,NA,"2024-06-05",17.91,51.81,64.15,44.62333333,"1_Fell @17.91 2_Fell @51.81 3_Ledge",0.0656750865958175
53215,26,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15391,"2024-06-05",-2.32,-2.1,-2.42,-2.28,NA,"2024-06-05",6.97,7.87,13.56,9.466666667,NA,"2024-06-05",13.62,19.22,17.43,16.75666667,"1_Fell @13.62 2_Fell @19.22 3_Ledge",-0.419332070567223
53216,26,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15391,"2024-06-05",-1,-1.2,-1.32,-1.173333333,NA,"2024-06-05",12.6,19.06,7.56,13.07333333,NA,"2024-06-05",35.9,49.44,110.5,65.28,"1_Fell @35.90 2_Box 3_Fell @110.5",0.509765670266803
53218,26,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15392,"2024-06-05",-2.01,-2.14,-1.51,-1.886666667,NA,"2024-06-05",14.63,12.29,5.56,10.82666667,NA,"2024-06-05",75.78,47.28,109.25,77.43666667,"1_Box 2_Box 3_Ledge",0.249663081863545
53220,26,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15392,"2024-06-05",-3.05,-2.51,-2.21,-2.59,NA,"2024-06-05",2.16,2.28,1.25,1.896666667,NA,"2024-06-05",36.13,15.53,6.93,19.53,"1_Ledge 2_Ledge 3_Ledge",-0.705980988937554
53221,26,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15393,"2024-06-05",-2.3,-1.98,-2.3,-2.193333333,NA,"2024-06-05",5.87,28.53,6.38,13.59333333,NA,"2024-06-05",113,40.96,11,54.98666667,"1_Box 2_Ledge 3_Ledge",0.0103961080653005
53222,26,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15393,"2024-06-05",-2.06,-2.51,-1.83,-2.133333333,NA,"2024-06-05",16.5,28.37,25.37,23.41333333,NA,"2024-06-05",16.69,25.75,65.06,35.83333333,"1_Fell @16.69 2_Fell @25.75 3_Ledge",0.116770875950899
53223,26,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15393,"2024-06-05",-2.02,-2.08,-1.58,-1.893333333,NA,"2024-06-05",16.93,25.63,21.69,21.41666667,NA,"2024-06-05",180,180,18.75,126.25,"1_DNM 2_DMN 3_Ledge",0.873092152081769
53225,26,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15394,"2024-06-05",-2.35,-1.68,-1.99,-2.006666667,NA,"2024-06-05",14.19,4.69,11.85,10.24333333,NA,"2024-06-05",7.97,34.72,15.35,19.34666667,"1_Fell @7.97 2_Box 3_Ledge",-0.265405801106834
53226,26,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15394,"2024-06-05",-2.63,-2.26,-2.43,-2.44,NA,"2024-06-05",8.72,9.66,4.55,7.643333333,NA,"2024-06-05",4.81,53,33.38,30.39666667,"1_Fell @4.81 2_Ledge 3_Ledge",-0.423855257706052
53227,26,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15394,"2024-06-05",-2.42,-1.97,-2.31,-2.233333333,NA,"2024-06-05",13.94,11,5.75,10.23,NA,"2024-06-05",24.21,55.75,17.5,32.48666667,"1_Fell @24.21 2_Ledge 3_Ledge",-0.259708191967055
53228,26,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15394,"2024-06-05",-2.17,-1.72,-1.76,-1.883333333,NA,"2024-06-05",4.59,6.81,5.69,5.696666667,NA,"2024-06-05",16.74,26.15,6.82,16.57,"1_Fell @ 16.74 2_Box 3_Ledge",-0.341041170098647
53230,26,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15395,"2024-06-05",-2.12,-1.94,-2.32,-2.126666667,NA,"2024-06-05",34.38,15.56,34.43,28.12333333,NA,"2024-06-05",15.81,35.13,9.38,20.10666667,"1_Ledge 2_35.13 3_Ledge",0.107697780274964
53232,26,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15396,"2024-06-05",-1.86,-2.14,-1.68,-1.893333333,NA,"2024-06-05",9.09,17.09,48.97,25.05,NA,"2024-06-05",13.53,16.19,42.03,23.91666667,"1_Fell @13.53 2_Fell @16.19 3_Ledge",0.164156100741008
53233,26,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15396,"2024-06-05",-1.61,-2.4,-1.84,-1.95,NA,"2024-06-05",11.25,16.75,9.91,12.63666667,NA,"2024-06-05",5.07,28.66,13.5,15.74333333,"1_Fell @5.07 2_Box 3_Ledge",-0.213427114709289
53234,26,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",15396,"2024-06-05",-2.27,-1.8,-1.9,-1.99,NA,"2024-06-05",15.69,40.34,34.09,30.04,NA,"2024-06-05",2.34,180,180,120.78,"1_Fell @2.34 2_DNM 3_DNM",0.991340604544822
53440,24,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12",15468,"2024-03-28",-1.73,-1.48,-2.44,-1.883333333,NA,"2024-03-28",11.19,15.12,6.38,10.89666667,NA,"2024-03-28",62.72,50.31,35.47,49.5,"1_Box 2_Fell @50.31 3_Ledge",0.0359849470311321
53441,24,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12",15468,"2024-03-28",-2.08,-2.18,-2.11,-2.123333333,NA,"2024-03-28",20,16.47,40.88,25.78333333,NA,"2024-03-28",26.35,39.25,25.85,30.48333333,"1_Ledge 2_Fell @39.25 3_Ledge",0.134904160406367
53442,24,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12",15468,"2024-03-28",-1.64,-2.08,-2.23,-1.983333333,NA,"2024-03-28",12.03,18.53,8.28,12.94666667,NA,"2024-03-28",129.53,24.85,90.13,81.50333333,"1_Ledge 2_Ledge 3_Box",0.28986168319831
53443,24,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12",15468,"2024-03-28",-2.76,-1.9,-1.8,-2.153333333,NA,"2024-03-28",19.22,32.63,14.35,22.06666667,NA,"2024-03-28",47.63,32.63,21.28,33.84666667,"1_Fell @47.63 2_Box 3_Ledge",0.0614127349282666
53445,24,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12",15469,"2024-03-28",-2.72,-2.01,-2.16,-2.296666667,NA,"2024-03-28",5.03,8.78,13.25,9.02,NA,"2024-03-28",180,180,99.31,153.1033333,"1_DNM 2_DNM 3_Ledge",0.620913785756749
53446,24,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12",15469,"2024-03-28",-1.89,-2.15,-3.04,-2.36,NA,"2024-03-28",10.46,22.32,24.13,18.97,NA,"2024-03-28",42.18,15.35,6,21.17666667,"1_Box 2_Ledge 3_Ledge",-0.196733783780392
53448,24,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12",15469,"2024-03-28",-2.36,-2.19,-2.22,-2.256666667,NA,"2024-03-28",21.14,15.5,15.28,17.30666667,NA,"2024-03-28",5.38,27,40.57,24.31666667,"1_Fell @5.38 2_Fell @27.00 3_Box",-0.167527776492172
53450,24,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12",15470,"2024-03-28",-2.63,-1.88,-2.01,-2.173333333,NA,"2024-03-28",13.34,23.5,15.28,17.37333333,NA,"2024-03-28",19.62,34,177.88,77.16666667,"1_Fell @19.62 2_Ledge 3_Ledge",0.279294452801768
53451,24,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12",15470,"2024-03-28",-2.12,-1.93,-1.99,-2.013333333,NA,"2024-03-28",6,9.22,9.65,8.29,NA,"2024-03-28",37.57,55.56,16,36.37666667,"1_Ledge 2_Ledge 3_Ledge",-0.181777343271144
53452,24,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12",15470,"2024-03-28",-1.55,-1.78,-2.28,-1.87,NA,"2024-03-28",5.81,14.44,52.4,24.21666667,NA,"2024-03-28",27.25,180,178.45,128.5666667,"1_Fell @27.25 2_DNM 3_Box",0.966396590955389
53453,24,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12",15470,"2024-03-28",-2.52,-2.16,-1.78,-2.153333333,NA,"2024-03-28",9.12,10.84,15.63,11.86333333,NA,"2024-03-28",27.31,53.47,24.65,35.14333333,"1_Fell @27.31 2_Box 3_Ledge",-0.167058239967518
