"Animal_ID","Age_Months","Sex","Line","Birth_Date","Pen","GripStrength_Test_Date","GripStrength_Trial1","GripStrength_Trial2","GripStrength_Trial3","GripStrength_TrialAverage","GripStrength_Comments","InclinedScreen_Test_Date","InclinedScreen_Trial1","InclinedScreen_Trial2","InclinedScreen_Trial3","InclinedScreen_TrialAverage","InclinedScreen_Comments","NarrowBeam_Test_Date","NarrowBeam_Trial1","NarrowBeam_Trial2","NarrowBeam_Trial3","NarrowBeam_TrialAverage","NarrowBeam_Comments","Sensorimotor_composite"
54258,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24",15714,"2024-01-25",-2.56,-2.6,-2.29,-2.48,NA,"2024-01-25",37.59,14.47,25.75,25.94,NA,"2024-01-25",27.97,11.25,14.81,18.01,"1_Fell @27.97 2_Ledge 3_Ledge",-0.109142636017949
54259,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24",15714,"2024-01-25",-2.15,-2.09,-2.2,-2.15,NA,"2024-01-25",24,16.75,33.09,24.61,NA,"2024-01-25",26.94,102.28,83.06,70.76,"1_Ledge 2_Ledge 3_Fell @83.06",0.408644514073328
54260,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24",15714,"2024-01-25",-2.35,-2.15,-1.99,-2.16,NA,"2024-01-25",39.78,25.63,22.68,29.36,NA,"2024-01-25",32.75,42.88,43.31,39.65,"1_Ledge 2_Ledge 3_Ledge",0.27411321550175
54261,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24",15715,"2024-01-25",-2.59,-2.13,-2.09,-2.27,NA,"2024-01-25",25.81,30.84,6.22,20.96,NA,"2024-01-25",39.97,68.03,65.07,57.69,"1_Fell @39.97 2_Ledge 3_Ledge",0.171137354298736
54262,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24",15715,"2024-01-25",-2.29,-2.51,-1.81,-2.2,NA,"2024-01-25",6.75,15.54,33.75,18.68,NA,"2024-01-25",13.34,11.94,38.09,21.12,"1_Ledge 2_Ledge 3_Ledge",-0.136239502506775
54263,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24",15715,"2024-01-25",-2,-2.52,-1.75,-2.09,NA,"2024-01-25",14.62,7.22,31.47,17.77,NA,"2024-01-25",33.25,10.5,13.71,19.15,"1_Ledge 2_Ledge 3_Ledge",-0.126242952003544
54264,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24",15715,"2024-01-25",-2.57,-2.04,-1.88,-2.16,NA,"2024-01-25",6.06,46.47,14.47,22.33,NA,"2024-01-25",31.19,30.94,15.13,25.75,"1_Ledge 2_Box 3_Ledge",0.0019356649651567
54265,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24",15715,"2024-01-25",-1.77,-1.98,-1.94,-1.9,NA,"2024-01-25",15.5,23.9,13.81,17.74,NA,"2024-01-25",10.94,16.16,17.75,14.95,"1_Ledge 2_Ledge 3_Ledge",-0.0791170953446701
57455,21,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16637,"2024-07-25",-2.94,-1.91,-1.98,-2.276666667,NA,"2024-07-25",15.41,16.84,6.94,13.06333333,NA,"2024-07-25",48.56,48.47,55.56,50.86333333,"1_Box 2_Box 3_Box",-0.0692491885206141
57456,21,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16637,"2024-07-25",-1.81,-1.8,-1.95,-1.853333333,NA,"2024-07-25",12.63,28.46,17.12,19.40333333,NA,"2024-07-25",23.75,105.75,175.66,101.72,"1_Fell @23.75 2_Box 3_Ledge",0.652656210506749
57457,21,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16637,"2024-07-25",-1.57,-2.51,-1.43,-1.836666667,NA,"2024-07-25",7.34,3.25,20.66,10.41666667,NA,"2024-07-25",103.1,24.12,67.25,64.82333333,"1_Fell @103.10 2_Box 3_Box",0.163387774958692
57458,21,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16638,"2024-07-25",-2.34,-2.5,-1.81,-2.216666667,NA,"2024-07-25",4.91,5.63,7.46,6,NA,"2024-07-25",77,42.4,180,99.8,"1_Ledge 2_Ledge 3_DNM",0.170656768256857
57459,21,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16638,"2024-07-25",-1.85,-2.36,-1.88,-2.03,NA,"2024-07-25",4.81,2.88,12.44,6.71,NA,"2024-07-25",23.28,18.78,16.06,19.37333333,"1_Ledge 2_Ledge 3_Box",-0.35767490525841
57460,21,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16638,"2024-07-25",-2.25,-2,-1.63,-1.96,NA,"2024-07-25",16,29.59,76.15,40.58,NA,"2024-07-25",49.56,46.53,36.4,44.16333333,"1_Box 2_Box 3_Box",0.656065695591346
57461,21,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16638,"2024-07-25",-1.86,-2.21,-2,-2.023333333,NA,"2024-07-25",6.28,14.44,13.68,11.46666667,NA,"2024-07-25",180,180,59.41,139.8033333," 1_DNM 2_DNM 3_Box",0.690610351067898
57462,21,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16638,"2024-07-25",-2.57,-2.36,-2.87,-2.6,NA,"2024-07-25",7.66,6.82,20.25,11.57666667,NA,"2024-07-25",11.63,18.38,26.62,18.87666667,"1_Ledge 2_Ledge 3_Ledge",-0.488985607143338
57463,21,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16639,"2024-07-25",-2.31,-2.62,-2.24,-2.39,NA,"2024-07-25",10.47,30.78,28.38,23.21,NA,"2024-07-25",38.13,35.5,21.04,31.55666667,"1_Ledge 2_Ledge 3_Ledge",-0.0297834290164519
57464,21,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16639,"2024-07-25",-2.79,-2.38,-1.97,-2.38,NA,"2024-07-25",14.25,42.82,19.66,25.57666667,NA,"2024-07-25",28.78,80.53,46.75,52.02,"1_Ledge 2_Box 3_Ledge",0.18852493987386
57465,21,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16639,"2024-07-25",-2.09,-1.45,-1.82,-1.786666667,NA,"2024-07-25",8.22,10.15,12.22,10.19666667,NA,"2024-07-25",20,42.94,61.57,41.50333333,"1_Ledge 2_Ledge 3_Fell @61.57",-0.00150526145333096
57466,21,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16639,"2024-07-25",-1.84,-2.72,-2.23,-2.263333333,NA,"2024-07-25",7.32,6.84,22.59,12.25,NA,"2024-07-25",48.19,28.97,26.09,34.41666667,"1_Box 2_Box 3_Box",-0.210209131403739
57467,21,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16639,"2024-07-25",-2.46,-2.33,-2.45,-2.413333333,NA,"2024-07-25",9.75,19,55.5,28.08333333,NA,"2024-07-25",39.62,15.35,11.94,22.30333333,"1_Ledge 2_Ledge 3_Ledge",0.00248397115248496
57468,21,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16640,"2024-07-25",-2.16,-1.89,-1.78,-1.943333333,NA,"2024-07-25",4.25,5.35,4.32,4.64,NA,"2024-07-25",180,54.62,9.4,81.34,"1_DNM 2_Box 3_Ledge",0.111332417171711
57470,21,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16640,"2024-07-25",-1.81,-2.62,-2.09,-2.173333333,NA,"2024-07-25",8.88,20.75,12.9,14.17666667,NA,"2024-07-25",13.19,6.44,45.62,21.75,"1_Fell @13.19 2_Fell @6.44 3_Ledge",-0.225344006367489
57471,21,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16640,"2024-07-25",-1.98,-2.16,-1.98,-2.04,NA,"2024-07-25",3.97,4.84,5.9,4.903333333,NA,"2024-07-25",36.82,170.59,46.03,84.48,"1_Box 2_Ledge 3_Fell @46.03",0.100937640494706
57472,21,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16640,"2024-07-25",-1.88,-2.19,-2.4,-2.156666667,NA,"2024-07-25",19.53,10.94,8.69,13.05333333,NA,"2024-07-25",18.9,32.19,82.53,44.54,"1_Fell @18.90 2_Ledge 3_Box",-0.0677526538812318
57905,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16774,"2024-08-08",-2.65,-3.5,-4.1,-3.416666667,NA,"2024-08-08",17.41,16.41,34.6,22.80666667,"","2024-08-08",180,22.84,18.44,73.76,"Trial1_fell@10.44s,Trial2_ledge",-0.146304516800905
57906,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16774,"2024-08-08",-4.3,-3.8,-3.3,-3.8,NA,"2024-08-08",7.13,3.32,8.97,6.473333333,"","2024-08-08",86.28,7.37,27.91,40.52,"Trial1_box,Trial1_ledge",-0.948236984638528
57907,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16774,"2024-08-08",-3.8,-3.65,-3.66,-3.703333333,NA,"2024-08-08",7.84,11.03,30.28,16.38333333,"","2024-08-08",180,180,91.9,150.6333333,"Trial1_timedout,Trial2_timedout",0.17857602704092
57908,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16774,"2024-08-08",-3.48,-3.25,-3.7,-3.476666667,NA,"2024-08-08",16.21,27.16,13.32,18.89666667,"","2024-08-08",180,180,65.81,141.9366667,"Trial1_fell@39.03s,Trial2_timedout,Trial3_box",0.265792800921849
57909,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16774,"2024-08-08",-4.32,-3.68,-3.27,-3.756666667,NA,"2024-08-08",2.91,3.16,3.25,3.106666667,"","2024-08-08",49.62,38.09,8.69,32.13333333,"Trial1_ledge,Trial2_ledge,Trial3_ledge",-1.07366430323521
57910,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16775,"2024-08-08",-4.04,-3.77,-4.52,-4.11,NA,"2024-08-08",13.37,12.5,32.06,19.31,"","2024-08-08",180,15.13,30.9,75.34333333,"Trial1_timedout,Trial2_ledge,Trial3_box",-0.509190140034061
57911,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16775,"2024-08-08",-2.77,-3.47,-3.91,-3.383333333,NA,"2024-08-08",4.59,7.85,20.5,10.98,"","2024-08-08",180,180,47.93,135.9766667,"Trial1_fell@30.68s,Trial2_fell@57.09,Trial3_ledge",0.0739829576557733
57912,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16775,"2024-08-08",-2.79,-2.83,-3.33,-2.983333333,NA,"2024-08-08",6.16,8.47,7.57,7.4,"","2024-08-08",180,98.84,65.56,114.8,"Trial1_timedout,Trial2_ledge,Trial3_ledge",-0.00470855484121491
57913,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16775,"2024-08-08",-2.84,-2.96,-3.19,-2.996666667,NA,"2024-08-08",7.57,15.19,17.56,13.44,"","2024-08-08",180,180,74.81,144.9366667,"Trial1_fell@59.13s,Trial2_fell@30.69s,Trial3_box",0.364642080838289
57914,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16775,"2024-08-08",-3.15,-3.68,-2.9,-3.243333333,NA,"2024-08-08",13.1,35.71,10.53,19.78,"","2024-08-08",87.41,180,20.94,96.11666667,"Trial1_box,Trial2_fell@47.03s,Trial3_ledge",0.0297323650860329
57915,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16776,"2024-08-08",-4.06,-3.72,-4.51,-4.096666667,NA,"2024-08-08",41.84,42.25,12.84,32.31,"","2024-08-08",180,180,23.75,127.9166667,"Trial1_fell@64.22s,Trial2_fell@17.63s,Trial3_ledge",0.208212379109089
57916,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16776,"2024-08-08",-3.43,-3.71,-3.7,-3.613333333,NA,"2024-08-08",9.16,15.25,19.62,14.67666667,"","2024-08-08",180,36.85,180,132.2833333,"Trial1_fell@24.53s,Trial2_ledge,Trial3_fell@10.31s",0.0344124840043732
57917,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16776,"2024-08-08",-2.83,-2.84,-2.78,-2.816666667,NA,"2024-08-08",29.16,17.6,10.6,19.12,"","2024-08-08",180,180,180,180,"Trial1_fell@17.78s,Trial2_fell@15.22s,Trial2_fell@7.07s",0.84561690265496
57918,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16776,"2024-08-08",-3.8,-4.28,-3.37,-3.816666667,NA,"2024-08-08",10.72,34.68,7.63,17.67666667,"","2024-08-08",180,180,27.57,129.19,"Trial1_fell@7s,Trial2_fell@26.17s,Trial3_box",-0.00550422375110286
57919,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16776,"2024-08-08",-3.09,-2.85,-2.63,-2.856666667,NA,"2024-08-08",3.47,9.16,12.97,8.533333333,"","2024-08-08",180,30.84,17.25,76.03,"Trial1_fell@41.78s,Trial2_box,Trial3_ledge",-0.22537481249477
57920,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16777,"2024-08-08",-3.93,-3.66,-3.43,-3.673333333,NA,"2024-08-08",11.16,44.06,32.09,29.10333333,"","2024-08-08",180,77.25,53.81,103.6866667,"Trial1_timedout,Trial2_ledge,Trial3_box",0.124436451304601
57921,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16777,"2024-08-08",-2.86,-3.02,-3.25,-3.043333333,NA,"2024-08-08",10,10.66,6.03,8.896666667,"","2024-08-08",129.97,163.97,108.16,134.0333333,"Trial1_ledge,Trial2_ledge,Trial3_ledge",0.154094607980988
57922,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16777,"2024-08-08",-3.19,-3.32,-3.12,-3.21,NA,"2024-08-08",7.68,16.03,15.04,12.91666667,"","2024-08-08",180,80.25,30.37,96.87333333,"Trial1_timedout,Trial2_ledge,Trial3_ledge",-0.110739404483807
57923,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16777,"2024-08-08",-2.97,-3.43,-3.49,-3.296666667,NA,"2024-08-08",30.35,49.94,70.5,50.26333333,"","2024-08-08",114.62,52.41,60.34,75.79,"Trial1_ledge,Trial2_box,Trial3_Box",0.562101669138703
57924,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16777,"2024-08-08",-4.08,-3.56,-3.43,-3.69,NA,"2024-08-08",15.25,8.32,17.22,13.59666667,"","2024-08-08",180,18.15,12.4,70.18333333,"Trial1_fell@14.39s,Trial2_ledge,Trial3_ledge",-0.505036778918197
57925,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16778,"2024-08-08",-2.8,-3.62,-2.86,-3.093333333,NA,"2024-08-08",13.9,14.65,16.1,14.88333333,"","2024-08-08",180,73.16,21.87,91.67666667,"Trial1_timedout,Trial2_box,Trial3_ledge",-0.0557033206395195
57926,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16778,"2024-08-08",-3.36,-2.97,-3.4,-3.243333333,NA,"2024-08-08",8.75,6.75,11.62,9.04,"","2024-08-08",180,126.25,15.59,107.28,"Trial1_fell@22.75s,Trial2_Ledge,Trial3_ledge",-0.134741637152524
57927,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16778,"2024-08-08",-2.38,-2.61,-3.34,-2.776666667,NA,"2024-08-08",17.19,10.72,21.57,16.49333333,"","2024-08-08",148.44,85.37,34.7,89.50333333,"Trial1_ledge,Trial2_box,Trial3_box",0.0990907105097066
57928,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16778,"2024-08-08",-4.01,-3.81,-3.54,-3.786666667,NA,"2024-08-08",25.56,22.37,41.12,29.68333333,"","2024-08-08",180,180,180,180,"Trial1_fell@11.37s,Trial2_fell@10.81s,Trial3_timedout",0.682050481928859
57929,20,"Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16778,"2024-08-08",-3.02,-2.89,-3.29,-3.066666667,NA,"2024-08-08",8.46,5.16,42.16,18.59333333,"","2024-08-08",180,180,33.82,131.2733333,"Trial1_fell@11.38s,Trial2_fell@25.65s,Trial3_ledge",0.349493870329522
58512,19,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-02-07",16942,"2024-08-30",-2.98,-3.07,-2.98,-3.01,NA,"2024-08-30",8,13.06,13,11.35333333,"","2024-08-30",103.4,180,42.64,108.68,"Trial1_box,Trial2_timedout,Trial3_ledge",0.0289482624906236
58513,19,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-02-07",16942,"2024-08-30",-3.66,-3.47,-3,-3.376666667,NA,"2024-08-30",10.03,9.12,24.31,14.48666667,"","2024-08-30",81.22,58.59,10.25,50.02,"Trial1_ledge,Trial2_box,Trial3_ledge",-0.508047026819218
58514,19,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-02-07",16942,"2024-08-30",-3.64,-3.58,-3.51,-3.576666667,NA,"2024-08-30",8.31,6.81,12.34,9.153333333,"","2024-08-30",91.75,8.6,6.28,35.54333333,"Trial1_ledge,Trial2_ledge,Trial3_ledge",-0.829675853135714
58515,19,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-02-07",16942,"2024-08-30",-3.63,-3.5,-3.34,-3.49,NA,"2024-08-30",35.78,26.09,35.16,32.34333333,"","2024-08-30",115.95,82.56,31.1,76.53666667,"Trial1_ledge,Trial2_ledge,Trial3_ledge",0.0671458726493212
58516,19,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-02-07",16942,"2024-08-30",-3.54,-3.23,-2.99,-3.253333333,NA,"2024-08-30",5.71,28.1,7.16,13.65666667,"","2024-08-30",180,180,180,180,"Trial1_timedout,Trial2_timedout,Trial3_timedout",0.533095708761035
58517,19,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-02-07",16943,"2024-08-30",-3.59,-3.15,-3.77,-3.503333333,NA,"2024-08-30",6.72,5.25,12.97,8.313333333,"","2024-08-30",180,101.38,50.71,110.6966667,"Trial1_fell@61.66s,Trial2_ledge,Trial3_ledge",-0.235258108110742
58518,19,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-02-07",16943,"2024-08-30",-3.6,-3.97,-3.76,-3.776666667,NA,"2024-08-30",9.16,9.78,6.13,8.356666667,"","2024-08-30",23.59,18.81,24.94,22.44666667,"Trial1_ledge,Trial2_ledge,Trial3_ledge",-1.03454230282978
58519,19,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-02-07",16943,"2024-08-30",-4.21,-3.92,-4.04,-4.056666667,NA,"2024-08-30",5.41,3.5,3.75,4.22,"","2024-08-30",19.66,29.62,6.69,18.65666667,"Trial1_ledge,Trial2_ledge,Trial3_ledge",-1.27914822229715
58520,19,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-02-07",16943,"2024-08-30",-3.17,-2.97,-2.75,-2.963333333,NA,"2024-08-30",27.71,29.28,40.25,32.41333333,"","2024-08-30",180,180,180,180,"Trial1_fell@37.97s,Trial1_fell@142.33s,Trial3_timedout",1.09431345169904
58521,19,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-02-07",16943,"2024-08-30",-4.67,-4.34,-4.43,-4.48,NA,"2024-08-30",21.81,61.56,32.57,38.64666667,"","2024-08-30",180,180,38.91,132.97,"Trial1_fell@12.40s,Trial2_fell@17.53s,Trial3_ledge",0.233321264632118
58522,19,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-02-07",16944,"2024-08-30",-2.79,-3.42,-3.3,-3.17,NA,"2024-08-30",15.63,5.54,23.83,15,"","2024-08-30",180,180,180,180,"Trial1_timedout,Trial2_timedout,Trial3_timedout",0.59976711502806
58525,19,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-02-07",16944,"2024-08-30",-2.97,-3.24,-3.56,-3.256666667,NA,"2024-08-30",3.22,21.78,10.67,11.89,"","2024-08-30",143.97,172.43,51.07,122.49,"Trial1_box,Trial2_ledge,Trial3_ledge",0.0442370967094619
58526,19,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-02-07",16944,"2024-08-30",-3.81,-3.76,-3.81,-3.793333333,NA,"2024-08-30",12.06,4.69,51.07,22.60666667,"71.4 F, 21.3%","2024-08-30",180,180,180,180,"Trial1_timedout,Trial2_timedout,Trial3_timedout",0.513793103865967
59018,18,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-03-14",17126,"2024-09-23",-3.25,-2.85,-3.52,-3.206666667,NA,"2024-09-23",5.78,3,7.84,5.54,"","2024-09-23",87.4,180,42.81,103.4033333,"Trial1_ledge,Trial2_timedout,Trial3_box",-0.231119984403113
59019,18,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-03-14",17126,"2024-09-23",-3.01,-3.85,-3.07,-3.31,NA,"2024-09-23",17.78,19.69,17.41,18.29333333,"","2024-09-23",180,180,17.79,125.93,"Trial1_fell@34.44s,Trial2_fell@22.38s,Trial3_ledge",0.198047590704918
59020,18,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-03-14",17126,"2024-09-23",-3.94,-3.74,-3.85,-3.843333333,NA,"2024-09-23",13.47,28.69,12.59,18.25,"","2024-09-23",180,145.53,29.81,118.4466667,"Trial1_fell@11.37s,Trial2_ledge,Trial3_ledge",-0.0867305310180253
59021,18,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-03-14",17126,"2024-09-23",-3.71,-3.16,-3.45,-3.44,NA,"2024-09-23",13.97,9.79,5.66,9.806666667,"","2024-09-23",180,46.09,33.75,86.61333333,"Trial1_fell@39.46s,Trial2_ledge,Trial3_ledge",-0.360376355426812
59022,18,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-03-14",17126,"2024-09-23",-3.72,-3.28,-3.47,-3.49,NA,"2024-09-23",14.03,16.38,21.41,17.27333333,"","2024-09-23",77.91,14.5,33.07,41.82666667,"Trial1_ledge,Trial2_ledge,Trial3_box",-0.554426627972044
59023,18,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-03-14",17127,"2024-09-23",-2.8,-3.41,-3.54,-3.25,NA,"2024-09-23",17.41,30.53,2.4,16.78,"73 F, 19.9%","2024-09-23",36.12,17.4,9.91,21.14333333,"Trial1_box,Trial2_ledge,Trial3_ledge",-0.624845323291849
59024,18,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-03-14",17127,"2024-09-23",-2.42,-2.35,-2.74,-2.503333333,NA,"2024-09-23",61.47,35.97,38.75,45.39666667,"","2024-09-23",180,40.66,42.19,87.61666667,"Trial1_timedout,Trial2_ledge,Trial3_ledge",0.875824149884585
59025,18,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-03-14",17127,"2024-09-23",-3.28,-3.72,-2.92,-3.306666667,NA,"2024-09-23",6.25,23.68,25.09,18.34,"","2024-09-23",92.74,35.16,34.54,54.14666667,"Trial1_ledge,Trial2_ledge,Trial3_ledge",-0.356326861861353
59026,18,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-03-14",17127,"2024-09-23",-3.86,-3.21,-4.17,-3.746666667,NA,"2024-09-23",8.94,19.34,17.84,15.37333333,"","2024-09-23",48.68,67.82,18.19,44.89666667,"Trial1_ledge,Trial2_box,Trial3_ledge",-0.683651552385134
59027,18,"Female","(CByB6F1/J x C3D2F1/J)/J","2023-03-14",17127,"2024-09-23",-3.71,-4,-4.22,-3.976666667,NA,"2024-09-23",3.69,10.75,11.44,8.626666667,"","2024-09-23",45.19,53.25,71.94,56.79333333,"Trial1_box,Trial2_ledge,Trial3_ledge",-0.846419743261141
